User_Id,Place_Id,Place_Ratings
1,24,3
1,5,2
1,7,5
1,4,3
1,20,4
1,9,2
1,9,5
1,38,4
1,11,2
1,22,5
1,30,3
1,30,5
1,13,3
1,6,5
1,34,5
1,7,4
1,25,4
1,28,3
1,19,3
1,24,2
1,11,3
1,11,3
1,30,4
1,39,5
1,23,2
1,18,2
1,20,4
1,22,2
1,24,2
1,21,2
2,13,2
2,11,5
2,34,4
2,12,3
2,15,4
2,13,3
2,16,5
2,4,2
2,4,2
2,21,2
2,5,3
2,35,2
2,6,5
2,36,2
2,15,3
2,2,5
2,22,5
2,3,4
2,23,3
2,27,2
2,26,2
2,35,5
2,4,4
2,13,2
2,19,2
2,27,2
2,19,5
2,22,3
2,19,3
3,28,5
3,24,5
3,31,5
3,11,3
3,12,3
3,34,5
3,1,2
3,25,3
3,4,3
3,17,2
3,5,2
3,27,2
3,33,3
3,7,4
3,26,2
3,24,4
3,22,5
3,8,3
3,2,4
3,23,2
3,28,2
3,22,2
3,6,3
3,28,4
3,10,5
3,25,3
3,4,3
3,5,3
3,35,4
3,1,5
4,8,2
4,38,2
4,3,4
4,7,4
4,13,3
4,33,5
4,14,3
4,8,3
4,29,4
4,34,3
4,31,5
4,24,4
4,18,3
4,32,5
4,22,3
4,7,2
4,39,5
4,19,3
4,23,2
4,9,2
4,32,3
4,25,5
4,10,5
4,18,5
4,23,2
4,19,2
5,27,4
5,16,2
5,14,5
5,6,2
5,9,4
5,32,3
5,33,5
5,31,5
5,7,4
5,38,5
5,16,3
5,23,5
5,34,3
5,28,3
5,16,3
5,3,2
5,21,5
5,38,2
5,29,3
5,36,2
5,11,4
5,8,2
5,29,4
5,17,2
5,33,4
5,13,4
5,25,3
5,15,3
5,10,4
5,26,2
5,10,3
5,5,3
5,5,3
6,39,4
6,20,2
6,15,2
6,18,2
6,16,3
6,13,3
6,6,2
6,32,5
6,21,4
6,9,5
6,8,2
6,37,5
6,17,5
6,1,5
6,17,2
6,22,4
6,7,4
6,2,5
6,9,5
6,11,5
6,12,2
6,5,2
6,11,4
6,26,3
6,1,2
6,30,5
6,3,4
6,1,2
7,14,5
7,29,3
7,4,3
7,15,3
7,2,5
7,12,5
7,39,4
7,12,5
7,15,4
7,7,4
7,12,3
7,34,3
7,3,5
7,17,4
7,10,4
7,39,3
7,7,2
7,8,5
7,9,4
7,26,4
7,29,3
7,8,4
7,11,4
7,8,5
7,2,5
7,18,2
7,31,3
8,9,5
8,9,3
8,19,2
8,7,5
8,37,4
8,6,5
8,25,4
8,10,2
8,24,3
8,35,2
8,34,5
8,34,5
8,6,3
8,16,4
8,26,5
8,12,3
8,28,5
8,32,2
8,24,3
8,18,5
8,23,2
8,16,5
8,18,4
8,13,3
8,39,2
8,37,3
8,19,3
8,18,4
9,30,3
9,13,4
9,15,4
9,15,4
9,26,3
9,2,5
9,1,3
9,21,2
9,8,4
9,38,4
9,26,4
9,38,3
9,19,3
9,27,5
9,32,3
9,23,3
9,29,3
9,26,4
9,3,4
9,13,4
9,38,4
9,39,3
9,4,5
9,30,4
9,24,5
9,39,4
9,11,5
9,36,2
9,2,5
9,22,2
9,35,5
9,9,2
9,16,5
10,5,3
10,11,4
10,22,5
10,33,2
10,2,5
10,33,4
10,26,4
10,9,5
10,20,3
10,19,5
10,4,3
10,12,5
10,4,5
10,35,4
10,33,5
10,10,5
10,15,3
10,30,3
10,7,3
10,30,3
10,39,4
10,39,3
10,27,3
10,4,2
10,33,2
10,20,2
10,23,5
10,33,4
11,23,2
11,37,2
11,39,3
11,14,3
11,15,3
11,1,5
11,23,5
11,13,2
11,9,4
11,19,2
11,10,4
11,5,3
11,21,4
11,20,2
11,21,4
11,14,4
11,15,4
11,39,3
11,8,2
11,24,5
11,10,2
11,31,5
11,36,2
11,20,3
11,23,3
11,22,2
11,28,5
11,27,2
12,9,3
12,2,3
12,24,2
12,26,3
12,35,5
12,13,5
12,36,5
12,30,4
12,11,4
12,14,5
12,6,5
12,25,4
12,17,5
12,23,4
12,12,2
12,10,5
12,33,4
12,7,4
12,36,5
12,6,2
12,24,5
12,38,5
12,22,5
12,33,3
12,13,5
12,12,5
12,29,3
12,14,3
12,23,5
12,27,2
12,2,5
12,27,4
12,39,3
12,16,2
13,16,2
13,9,2
13,18,2
13,3,5
13,32,4
13,19,5
13,11,2
13,39,5
13,26,2
13,12,5
13,39,4
13,5,4
13,39,5
13,25,2
13,30,2
13,9,3
13,35,2
13,39,5
13,32,2
13,9,2
13,28,4
13,15,3
13,4,2
13,39,5
13,19,4
14,27,5
14,5,3
14,22,4
14,16,2
14,11,4
14,18,2
14,6,4
14,1,5
14,7,5
14,16,3
14,14,2
14,15,3
14,8,2
14,19,5
14,37,2
14,15,3
14,23,5
14,3,2
14,33,2
14,33,4
14,7,3
14,2,2
14,20,5
14,31,5
14,5,4
14,38,2
14,38,3
14,13,4
14,27,4
14,32,5
14,37,5
14,18,4
14,9,3
15,13,3
15,20,3
15,15,5
15,15,5
15,7,3
15,25,2
15,15,5
15,3,5
15,4,3
15,31,5
15,18,4
15,21,4
15,5,3
15,12,4
15,8,2
15,37,3
15,10,5
15,7,4
15,23,2
15,34,2
15,3,2
15,37,5
15,4,4
15,5,5
15,13,3
15,1,3
15,21,2
15,29,4
15,6,3
15,27,2
15,13,2
15,2,4
15,36,2
15,35,3
15,11,3
15,31,3
16,35,2
16,8,2
16,28,2
16,1,3
16,11,4
16,16,2
16,8,3
16,14,2
16,32,3
16,21,4
16,18,4
16,17,5
16,4,4
16,4,2
16,29,5
16,31,4
16,16,4
16,7,2
16,34,5
16,9,4
16,4,3
16,22,4
16,25,4
16,19,5
16,31,2
16,9,3
16,24,4
16,2,3
16,22,5
17,12,4
17,7,2
17,10,5
17,18,5
17,18,5
17,1,4
17,20,2
17,9,5
17,37,4
17,28,2
17,25,4
17,9,3
17,2,4
17,10,2
17,9,3
17,15,5
17,7,3
17,34,4
17,10,5
17,34,3
17,13,4
17,34,4
17,13,5
17,9,5
17,12,4
17,12,4
17,18,3
17,21,2
17,14,4
17,1,3
17,39,3
17,33,4
17,23,2
17,7,2
17,14,2
17,27,4
17,15,3
17,38,3
17,7,4
17,24,4
17,29,3
17,23,2
17,15,3
17,39,4
17,12,2
17,38,3
18,2,3
18,29,2
18,11,5
18,29,4
18,12,3
18,24,4
18,38,5
18,27,4
18,32,5
18,21,2
18,21,5
18,22,4
18,12,5
18,20,3
18,21,3
18,20,4
18,21,2
18,38,4
18,25,5
18,10,4
18,32,3
18,14,2
18,33,3
18,7,5
18,22,2
18,25,4
18,35,4
18,15,3
18,10,5
18,17,2
